time_rel,quantity,method,loss_mean,loss_std,loss_median,loss_p95,n_traj
8.9,KineticEnergyAbsLoss,GNOT,6.070723757147789e-05,5.0362779136622885e-05,4.276726394891739e-05,0.00015524737536907194,30
9.0,KineticEnergyAbsLoss,GNOT,6.043948233127594e-05,5.102579704817238e-05,4.303036257624626e-05,0.00015366859734058377,30
9.1,KineticEnergyAbsLoss,GNOT,5.9631389255325e-05,5.139845487323134e-05,4.58727590739727e-05,0.00015350803732872007,30
9.200000000000001,KineticEnergyAbsLoss,GNOT,5.88268352051576e-05,5.2272110253225613e-05,4.666438326239586e-05,0.0001571189612150192,30
9.3,KineticEnergyAbsLoss,GNOT,6.022565066814423e-05,5.263243881079734e-05,4.9320049583911896e-05,0.00016060983762145042,30
9.4,KineticEnergyAbsLoss,GNOT,6.132490622500579e-05,5.3693595599755356e-05,4.555843770503998e-05,0.00016487343236804003,30
9.5,KineticEnergyAbsLoss,GNOT,6.212618512411913e-05,5.473057889802005e-05,4.463456571102142e-05,0.0001701518893241881,30
9.600000000000001,KineticEnergyAbsLoss,GNOT,6.30080234259367e-05,5.5173087127261794e-05,4.584481939673424e-05,0.00017882697284221633,30
9.700000000000001,KineticEnergyAbsLoss,GNOT,6.443884534140428e-05,5.544983862243122e-05,4.481431096792221e-05,0.00019172271713614443,30
9.8,KineticEnergyAbsLoss,GNOT,6.595528684556484e-05,5.6137897724208164e-05,4.685390740633011e-05,0.00019688932225108127,30
9.9,KineticEnergyAbsLoss,GNOT,6.75376815100511e-05,5.765692273137139e-05,5.0834380090236664e-05,0.00019997050985693914,30
10.0,KineticEnergyAbsLoss,GNOT,6.869199375311533e-05,5.929821199955911e-05,5.3280964493751526e-05,0.00020407401025295243,30
10.100000000000001,KineticEnergyAbsLoss,GNOT,6.936173886060715e-05,6.0680122625326656e-05,5.262531340122223e-05,0.0002092090435326098,30
10.200000000000001,KineticEnergyAbsLoss,GNOT,7.019067804018657e-05,6.179187416067553e-05,5.2073970437049866e-05,0.000214778073132038,30
10.3,KineticEnergyAbsLoss,GNOT,7.075481116771697e-05,6.197988811303905e-05,5.356501787900925e-05,0.00021587368100881566,30
10.4,KineticEnergyAbsLoss,GNOT,7.194898401697477e-05,6.250392416683261e-05,5.20339235663414e-05,0.00021999496966600406,30
10.5,KineticEnergyAbsLoss,GNOT,7.215472869575024e-05,6.277013357506596e-05,5.117896944284439e-05,0.0002232463099062442,30
10.600000000000001,KineticEnergyAbsLoss,GNOT,7.294950385888418e-05,6.341723721728885e-05,5.4119154810905457e-05,0.00022368673235177987,30
10.700000000000001,KineticEnergyAbsLoss,GNOT,7.372878802319368e-05,6.350975480825479e-05,5.695410072803497e-05,0.0002242684364318847,30
10.8,KineticEnergyAbsLoss,GNOT,7.490171119570733e-05,6.360969445710255e-05,5.852896720170975e-05,0.00022426536306738849,30
10.9,KineticEnergyAbsLoss,GNOT,7.466295113166174e-05,6.202181211847858e-05,5.783233791589737e-05,0.00022051110863685602,30
11.0,KineticEnergyAbsLoss,GNOT,7.30690856774648e-05,6.0563461730507184e-05,5.583371967077255e-05,0.00021097566932439804,30
11.100000000000001,KineticEnergyAbsLoss,GNOT,7.278060850997765e-05,6.028057847039887e-05,5.5497512221336365e-05,0.00020777853205800054,30
11.200000000000001,KineticEnergyAbsLoss,GNOT,7.384212998052438e-05,6.127826722918021e-05,5.5680982768535614e-05,0.00020729117095470424,30
11.3,KineticEnergyAbsLoss,GNOT,7.466001746555169e-05,6.151818909253233e-05,6.127357482910156e-05,0.0002065484412014484,30
11.4,KineticEnergyAbsLoss,GNOT,7.373408103982608e-05,6.038284970571047e-05,5.699647590517998e-05,0.00020313486456871027,30
11.5,KineticEnergyAbsLoss,GNOT,7.366120504836242e-05,5.8846815018667774e-05,5.462137050926685e-05,0.00019966699182987207,30
11.600000000000001,KineticEnergyAbsLoss,GNOT,7.411406065026919e-05,5.8931419888808275e-05,5.3656287491321564e-05,0.00019960664212703697,30
11.700000000000001,KineticEnergyAbsLoss,GNOT,7.440522313117981e-05,5.974549013396812e-05,5.896855145692825e-05,0.00019948352128267276,30
11.8,KineticEnergyAbsLoss,GNOT,7.37369836618503e-05,6.109468385978418e-05,6.042513996362686e-05,0.00019712997600436193,30
11.9,KineticEnergyAbsLoss,GNOT,7.330443089207014e-05,6.253477571778326e-05,5.414523184299469e-05,0.00019954061135649663,30
12.0,KineticEnergyAbsLoss,GNOT,7.30578787624836e-05,6.290954869699035e-05,4.721153527498245e-05,0.00019906107336282712,30
