Method,time_rel,E_u_cl_abs_ensemble_rms_L2,E_v_cl_abs_ensemble_rms_L2,E_cl_abs_ensemble_rms_L2
GNOT,19.200000000000003,0.0010678599519968754,0.0008335549120401335,0.0009507074320185045
GNOT,19.3,0.0010610698924055457,0.0008330995083140352,0.0009470847003597905
GNOT,19.400000000000002,0.0010629899853518087,0.0008424406360758601,0.0009527153107138345
GNOT,19.5,0.001066711036077331,0.0008619862096237269,0.0009643486228505289
GNOT,19.6,0.0010661650693390495,0.0008770530969363907,0.00097160908313772
GNOT,19.700000000000003,0.0010440640107413541,0.0008842336278190485,0.0009641488192802014
GNOT,19.8,0.0010293622778869244,0.0008881204386601221,0.0009587413582735232
GNOT,19.900000000000002,0.0010139296411202966,0.0008912003822928012,0.000952565011706549
GNOT,20.0,0.00101194911394853,0.0008934908291693607,0.0009527199715589454
GNOT,20.1,0.001015673394088847,0.0009099990248490064,0.0009628362094689267
GNOT,20.200000000000003,0.0010156377654030224,0.0009249271979579989,0.0009702824816805106
GNOT,20.3,0.0009936688044369704,0.00092970492785316,0.0009616868661450652
GNOT,20.400000000000002,0.0009702390397181797,0.0009329249405906822,0.000951581990154431
GNOT,20.5,0.0009615985470581992,0.0009355815084541038,0.0009485900277561516
GNOT,20.6,0.0009681145166589442,0.0009464568003303661,0.0009572856584946552
GNOT,20.700000000000003,0.0009703557969283292,0.0009571589827410066,0.0009637573898346679
GNOT,20.8,0.0009738507812669941,0.0009614257944609135,0.0009676382878639539
GNOT,20.900000000000002,0.0009827535809144407,0.0009661837422705159,0.0009744686615924783
GNOT,21.0,0.0009990653147311879,0.0009768028124997443,0.000987934063615466
GNOT,21.1,0.001017872895606139,0.0009740693790318361,0.0009959711373189876
GNOT,21.200000000000003,0.0010286476009010034,0.0009705704589656426,0.000999609029933323
GNOT,21.3,0.0010446770031194764,0.0009748739720675701,0.0010097754875935234
GNOT,21.400000000000002,0.001056746313663869,0.00097522000844562,0.0010159831610547444
GNOT,21.5,0.0010652717984387906,0.0010016519955858504,0.0010334618970123206
GNOT,21.6,0.0010700000427466777,0.001008870487170621,0.0010394352649586492
GNOT,21.700000000000003,0.0010694709763345793,0.0010063787513056382,0.0010379248638201087
GNOT,21.8,0.0010681235274121225,0.0010150900037894136,0.0010416067656007682
GNOT,21.900000000000002,0.0010633227168468419,0.001033879152675648,0.001048600934761245
GNOT,22.0,0.0010580188639107994,0.0010354554009684579,0.0010467371324396285
GNOT,22.1,0.0010525589561656543,0.0010243121692375702,0.0010384355627016122
GNOT,22.200000000000003,0.0010526492314890054,0.0010044545489135135,0.0010285518902012594
GNOT,22.3,0.0010561948450003515,0.0009924431150281035,0.0010243189800142275
GNOT,22.400000000000002,0.001063702444443269,0.000971040556952478,0.0010173715006978736
GNOT,22.5,0.001068554653253696,0.0009667891763576447,0.0010176719148056704
GNOT,22.6,0.0010676340037176686,0.0009946533813564595,0.0010311436925370641
GNOT,22.700000000000003,0.0010677340212923356,0.0009739159953471254,0.0010208250083197305
GNOT,22.8,0.0010625200470684617,0.0009575743419563997,0.0010100471945124307
GNOT,22.900000000000002,0.0010575709360715196,0.0009686722422986956,0.0010131215891851077
GNOT,23.0,0.0010619197687469961,0.0009860039703941904,0.0010239618695705934
GNOT,23.1,0.0010603000483799356,0.00098102787734375,0.0010206639628618428
GNOT,23.200000000000003,0.0010540734554784336,0.000959415186630798,0.0010067443210546158
GNOT,23.3,0.0010475349341040547,0.000937742804828925,0.0009926388694664898
GNOT,23.400000000000002,0.0010440016307184945,0.0009264508378567473,0.0009852262342876208
GNOT,23.5,0.0010351247948885954,0.0009261579846758386,0.000980641389782217
GNOT,23.6,0.001030927893347702,0.0009322851885198071,0.0009816065409337547
GNOT,23.700000000000003,0.0010309581241914625,0.0009426082915674286,0.0009867832078794456
GNOT,23.8,0.0010261059950188976,0.0009750018879541211,0.0010005539414865094
GNOT,23.900000000000002,0.0010194181803028517,0.001014965202044783,0.0010171916911738174
GNOT,24.0,0.001015901396350612,0.001016905758531781,0.0010164035774411966
GNOT,24.1,0.0010218830726876856,0.0010058248962941086,0.0010138539844908971
GNOT,24.200000000000003,0.001024558415474103,0.0010029555457136759,0.0010137569805938895
GNOT,24.3,0.001027395268731129,0.0009962685421514522,0.0010118319054412907
GNOT,24.400000000000002,0.0010270035746093174,0.000980850283423279,0.0010039269290162982
GNOT,24.5,0.0010161330190107255,0.0009659720648859023,0.000991052541948314
GNOT,24.6,0.0010029107422189192,0.0009624541496409334,0.0009826824459299264
GNOT,24.700000000000003,0.0009940170246884538,0.0009620159480718146,0.0009780164863801343
GNOT,24.8,0.0009854956392361832,0.000958131488661981,0.0009718135639490821
GNOT,24.900000000000002,0.0009788110216856442,0.0009599191669010006,0.0009693650942933223
GNOT,25.0,0.0009688113759775894,0.0009678664280017025,0.000968338901989646
GNOT,25.1,0.0009706138501614755,0.0009911766680130293,0.0009808952590872524
GNOT,25.200000000000003,0.0009826481078285833,0.0009912415866681445,0.000986944847248364
GNOT,25.3,0.0009966672169243805,0.0009669456823195074,0.0009818064496219438
GNOT,25.400000000000002,0.0010033381010408553,0.0009541165810170866,0.0009787273410289709
GNOT,25.5,0.001009819670800911,0.0009520766988975293,0.0009809481848492203
GNOT,25.6,0.0010091237548227792,0.0009414731005175707,0.000975298427670175
GNOT,25.700000000000003,0.0009956972388440737,0.000931105679426773,0.0009634014591354233
GNOT,25.8,0.000983588407791468,0.0009285953628338762,0.0009560918853126721
GNOT,25.900000000000002,0.0009804463855315102,0.0009318650741683524,0.0009561557298499313
GNOT,26.0,0.0009817452941824419,0.000944960006688769,0.0009633526504356054
GNOT,26.1,0.0009942633331728296,0.0009568370358692567,0.0009755501845210431
GNOT,26.200000000000003,0.0010139655576499266,0.0009726612031511335,0.00099331338040053
GNOT,26.3,0.0010378830146744282,0.0009913699376288701,0.0010146264761516492
GNOT,26.400000000000002,0.0010574700030611668,0.0010003464015323842,0.0010289082022967755
GNOT,26.5,0.0010774831423456534,0.0010107359761066116,0.0010441095592261325
GNOT,26.6,0.0010900190276759716,0.0010263779874200086,0.00105819850754799
GNOT,26.700000000000003,0.0010885938146087334,0.0010294377572617167,0.001059015785935225
GNOT,26.8,0.0010804202022014126,0.0010265449152302578,0.0010534825587158352
GNOT,26.900000000000002,0.0010718601302148686,0.0010330782392063884,0.0010524691847106286
GNOT,27.0,0.0010654888775834745,0.0010408070972806902,0.0010531479874320822
GNOT,27.1,0.0010611059252438513,0.0010494422462812283,0.0010552740857625398
GNOT,27.200000000000003,0.0010628452874307812,0.0010561078588040185,0.0010594765731173998
GNOT,27.3,0.001063839841222102,0.0010639829575823743,0.0010639113994022381
GNOT,27.400000000000002,0.0010613287159044007,0.0010616799301349591,0.00106150432301968
GNOT,27.5,0.001059615302337036,0.001059746990018357,0.0010596811461776965
GNOT,27.6,0.0010643583217451514,0.0010594066167313346,0.001061882469238243
GNOT,27.700000000000003,0.001066092226585451,0.001054223494073286,0.0010601578603293684
GNOT,27.8,0.0010685782946258232,0.0010524510512335843,0.0010605146729297037
GNOT,27.900000000000002,0.0010660890396578457,0.0010438202516158852,0.0010549546456368655
GNOT,28.0,0.0010626608422777924,0.0010410383214867174,0.001051849581882255
GNOT,28.1,0.001057394724823305,0.0010445157045791962,0.0010509552147012506
GNOT,28.200000000000003,0.00105486305549918,0.0010396096103989275,0.0010472363329490537
GNOT,28.3,0.0010461842734937803,0.0010300373070671104,0.0010381107902804453
GNOT,28.400000000000002,0.0010421316059952414,0.0010146792647993366,0.001028405435397289
GNOT,28.5,0.0010459396629957458,0.0010004018748874294,0.0010231707689415876
GNOT,28.6,0.0010537009497603713,0.0009934882290085708,0.001023594589384471
GNOT,28.700000000000003,0.0010613311737611023,0.0009849904994741134,0.0010231608366176078
GNOT,28.8,0.0010700159110650005,0.0009780079975234258,0.0010240119542942131
GNOT,28.900000000000002,0.0010755359338974475,0.0009664955368926398,0.0010210157353950436
GNOT,29.0,0.001076948840989117,0.0009499911504749104,0.0010134699957320137
GNOT,29.1,0.0010705470030823983,0.0009461534786151549,0.0010083502408487766
